CNN,STREET,PCI_Score,From_Street,To_Street,PCI_Change_Date,Treatment_or_Survey,Street_Accepted_For_Maintenance,Functional_Class
11209000,Rutland St,40,Arleta Ave,Raymond Ave,9/9/18,Survey,Yes,Residential
10947000,Raymond Ave,84,Sawyer St,End,9/9/18,Survey,Yes,Residential
13323000,Visitacion Ave,95,Peabody St,Rutland St,9/9/18,Survey,Yes,Collector
10890000,Raleigh St,85,Paulding St,End,9/9/18,Survey,Yes,Residential
7430000,Jamestown Ave,90,Hawes St,Redondo St,9/9/18,Survey,Yes,Collector
4482000,Craut St,79,Ney St,Maynard St,9/9/18,Survey,Yes,Residential
12700000,Trumbull St,27,Congdon St,Davenport Ln,9/9/18,Survey,Yes,Residential
11927000,Silver Ave,85,Charter Oak Ave,Elmira St,9/9/18,Survey,Yes,Arterial
8428000,Loehr St,95,Leland Ave,Visitacion Ave,9/9/18,Survey,Yes,Residential
6243000,Goettingen St,83,Ordway St,Ward St,9/9/18,Survey,Yes,Residential
6246000,Goettingen St,64,Wilde Ave,Alpha St \ Wilde Ave,9/9/18,Survey,Yes,Residential
11203000,Rutland St,93,Harkness Ave,Wilde Ave,9/9/18,Survey,Yes,Residential
11210000,Rutland St,83,Raymond Ave,Leland Ave,9/9/18,Survey,Yes,Residential
9590000,Ney St,85,Congdon St,Trumbull St,9/9/18,Survey,Yes,Residential
12260000,Sunnydale Ave,100,Rutland St,Cora St \ Tomaso Ct,9/9/18,Survey,Yes,Arterial
12369000,Talbert Ct,85,End,Talbert St \ Visitacion Ave,9/9/18,Survey,Yes,Residential
13319000,Visitacion Ave,83,End,Bay Shore Blvd,9/9/18,Survey,Yes,Residential
6601000,Hahn St,85,Blythdale Ave,Sunrise Way,9/9/18,Survey,Yes,Residential
6189000,Gilman Ave,23,Hawes St,Ingalls St,9/9/18,Survey,Yes,Arterial
7248000,Ingerson Ave,35,Coronado St,Hawes St,9/9/18,Survey,Yes,Residential
10987000,Rey St,83,Leland Ave,Visitacion Ave,9/9/18,Survey,Yes,Residential
6677000,Harkness Ave,46,Girard St,Brussels St,9/9/18,Survey,Yes,Residential
8298000,Leland Ave,43,Delta St,Schwerin St,9/9/18,Survey,Yes,Residential
11208000,Rutland St,92,Teddy Ave,Arleta Ave,9/9/18,Survey,Yes,Residential
6683000,Harkness Ave,85,Alder St,Mill St,9/9/18,Survey,Yes,Residential
11937000,Silver Ave,93,Quesada Ave,Palou Ave \ Quint St,9/9/18,Survey,Yes,Arterial
2446000,Arleta Ave,81,Delta St,Elliot St,9/9/18,Survey,Yes,Residential
6207000,Girard St,77,Harkness Ave,Wilde Ave,9/9/18,Survey,Yes,Residential
11204000,Rutland St,62,Wilde Ave,Tioga Ave,9/9/18,Survey,Yes,Residential
6187000,Gilman Ave,32,Giants Dr,Griffith St,9/9/18,Survey,Yes,Arterial
4282000,Colonial Way,85,San Jose Ave,End,9/9/18,Survey,Yes,Residential
8881000,Maynard St,95,Craut St,Congdon St,9/9/18,Survey,Yes,Residential
6778000,Havelock St,91,San Jose Ave,Arago St,9/9/18,Survey,Yes,Residential
3637000,Campbell Ave,95,San Bruno Ave,Brussels St,9/9/18,Survey,Yes,Residential
10450000,Pilgrim Ave,93,San Jose Ave,End,9/9/18,Survey,Yes,Residential
12371000,Talbert St,95,Sunnydale Ave,End,9/9/18,Survey,Yes,Residential
8293000,Leland Ave,83,Desmond St,Alpha St,9/9/18,Survey,Yes,Residential
13329000,Visitacion Ave,95,Britton St,Loehr St,9/9/18,Survey,Yes,Collector
4370000,Cora St,81,Visitacion Ave,Sunnydale Ave \ Tomaso Ct,9/9/18,Survey,Yes,Residential
5243000,Ervine St,85,Wilde Ave,End,9/9/18,Survey,Yes,Residential
13320000,Visitacion Ave,95,Bay Shore Blvd,Desmond St,9/9/18,Survey,Yes,Collector
6598000,Hahn St,72,Leland Ave,Visitacion Ave,9/9/18,Survey,Yes,Residential
6205000,Girard St,49,Ordway St,Ward St,9/9/18,Survey,Yes,Residential
11669000,Sawyer St,84,Sunrise Way,Calgary St \ Velasco Ave,9/9/18,Survey,Yes,Residential
3638000,Campbell Ave,50,Brussels St,Goettingen St,9/9/18,Survey,Yes,Residential
8297000,Leland Ave,93,Cora St,Delta St,9/9/18,Survey,Yes,Residential
11930000,Silver Ave,85,Waterville St,Augusta St \ Scotia Ave,9/9/18,Survey,Yes,Arterial
13322000,Visitacion Ave,93,Talbert Ct \ Talbert St,Peabody St,9/9/18,Survey,Yes,Collector
7250000,Ingerson Ave,81,Redondo St,Ingalls St,9/9/18,Survey,Yes,Residential
8303000,Leland Ave,53,Loehr St,Sawyer St,9/9/18,Survey,Yes,Residential
13325000,Visitacion Ave,95,Cora St,Delta St,9/9/18,Survey,Yes,Collector
11392000,San Bruno Ave,85,Wilde Ave,03rd St \ Girard St,9/9/18,Survey,Yes,Residential
11387000,San Bruno Ave,84,Ward St,Nelson Ave,9/9/18,Survey,Yes,Residential
13328000,Visitacion Ave,95,Rey St,Britton St,9/9/18,Survey,Yes,Collector
7429000,Jamestown Ave,95,Coronado St,Hawes St,9/9/18,Survey,Yes,Collector
6245000,Goettingen St,58,Harkness Ave,Wilde Ave,9/9/18,Survey,Yes,Residential
6214000,Gladstone Dr,94,Stoneyford Ave,Stoneybrook Ave,9/9/18,Survey,Yes,Residential
6215000,Gladstone Dr,95,Stoneybrook Ave,Maynard St,9/9/18,Survey,Yes,Residential
12267000,Sunnydale Ave,24,Hahn St,Santos St,9/9/18,Survey,Yes,Arterial
13626000,Wilde Ave,93,Girard St,Brussels St,9/9/18,Survey,Yes,Residential
13321000,Visitacion Ave,95,Desmond St,Talbert Ct \ Talbert St,9/9/18,Survey,Yes,Collector
6679000,Harkness Ave,83,Goettingen St,Sparta St,9/9/18,Survey,Yes,Residential
11675000,Schwerin St,95,Garrison Ave,Kelloch Ave,9/9/18,Survey,Yes,Residential
6188000,Gilman Ave,36,Griffith St,Hawes St,9/9/18,Survey,Yes,Arterial
9589000,Ney St,84,Craut St,Congdon St,9/9/18,Survey,Yes,Residential
8304000,Leland Ave,39,Sawyer St,Hahn St,9/9/18,Survey,Yes,Residential
2401000,Arco Way,82,End,Havelock St,9/9/18,Survey,Yes,Residential
12617000,Tioga Ave,83,Alpha St,Rutland St,9/9/18,Survey,Yes,Residential
7249000,Ingerson Ave,78,Hawes St,Redondo St,9/9/18,Survey,Yes,Residential
4330000,Congdon St,85,Ney St,Maynard St,9/9/18,Survey,Yes,Collector
8294000,Leland Ave,80,Alpha St,Peabody St,9/9/18,Survey,Yes,Residential
2443000,Arleta Ave,44,Bay Shore Blvd \ San Bruno Ave,Alpha St,9/9/18,Survey,Yes,Residential
8302000,Leland Ave,26,Britton St,Loehr St,9/9/18,Survey,Yes,Residential
6191000,Gilman Ave,25,Jennings St,03rd St \ Paul Ave,9/9/18,Survey,Yes,Arterial
11394000,San Bruno Ave,83,Campbell Ave,Beeman Ln,9/9/18,Survey,Yes,Residential
13326000,Visitacion Ave,95,Delta St,Schwerin St,9/9/18,Survey,Yes,Collector
3644000,Campbell Ave,85,Rutland St,Delta St,9/9/18,Survey,Yes,Residential
11386000,San Bruno Ave,88,Ordway St,Ward St,9/9/18,Survey,Yes,Residential
4701000,Delta St,83,Harkness Ave,Wilde Ave,9/9/18,Survey,Yes,Residential
11388000,San Bruno Ave,80,Nelson Ave,Harkness Ave,9/9/18,Survey,Yes,Residential
8295000,Leland Ave,85,Peabody St,Rutland St,9/9/18,Survey,Yes,Residential
11673000,Schwerin St,94,Visitacion Ave,Sunnydale Ave,9/9/18,Survey,Yes,Residential
10314000,Paulding St,85,Raleigh St,Arago St,9/9/18,Survey,Yes,Residential
11929000,Silver Ave,85,Ledyard St,Waterville St,9/9/18,Survey,Yes,Arterial
6204000,Girard St,43,Mansell St,Ordway St,9/9/18,Survey,Yes,Residential
12618000,Tioga Ave,81,Rutland St,Delta St,9/9/18,Survey,Yes,Residential
3643000,Campbell Ave,39,Alpha St,Rutland St,9/9/18,Survey,Yes,Residential
11934000,Silver Ave,85,Topeka Ave,Thomas Ave,9/9/18,Survey,Yes,Arterial
12702000,Trumbull St,11,Ney St,Maynard St,9/9/18,Survey,Yes,Residential
11211000,Rutland St,55,Leland Ave,Visitacion Ave,9/9/18,Survey,Yes,Residential
6208000,Girard St,59,Wilde Ave,Fratessa Ct,9/9/18,Survey,Yes,Residential
11396000,San Bruno Ave,83,Somerset St,Teddy Ave \ Wabash Ter,9/9/18,Survey,Yes,Residential
12703000,Trumbull St,32,Maynard St,Cambridge St \ Stoneybrook Ave,9/9/18,Survey,Yes,Residential
12262000,Sunnydale Ave,100,Delta St \ Melra Ct,Schwerin St,9/9/18,Survey,Yes,Arterial
2293000,Ankeny St,93,Alder St \ Ordway St,Mill St,9/9/18,Survey,Yes,Residential
11385000,San Bruno Ave,83,Mansell St \ Salinas Ave,Ordway St,9/9/18,Survey,Yes,Residential
3646000,Campbell Ave,61,Ervine St,Alberta St,9/9/18,Survey,Yes,Residential
11935000,Silver Ave,85,Thomas Ave,Revere Ave,9/9/18,Survey,Yes,Arterial
2211000,Alpha St,83,Tioga Ave,Tucker Ave,9/9/18,Survey,Yes,Residential
3274000,Brussels St,51,Wilde Ave,Campbell Ave,9/9/18,Survey,Yes,Residential
8292000,Leland Ave,84,Bay Shore Blvd,Desmond St,9/9/18,Survey,Yes,Residential
8305000,Leland Ave,95,Hahn St,End,9/9/18,Survey,Yes,Residential
11674003,Schwerin St,86,Heritage Ln,Garrison Ave,9/9/18,Survey,Yes,Residential
6682000,Harkness Ave,64,Rutland St,Alder St,9/9/18,Survey,Yes,Residential
6678000,Harkness Ave,58,Brussels St,Goettingen St,9/9/18,Survey,Yes,Residential
11672000,Schwerin St,95,Leland Ave,Visitacion Ave,9/9/18,Survey,Yes,Residential
13327000,Visitacion Ave,95,Schwerin St,Rey St,9/9/18,Survey,Yes,Collector
11390000,San Bruno Ave,87,Keith St,Olney Ave,9/9/18,Survey,Yes,Residential
3642000,Campbell Ave,85,Holyoke St,Alpha St,9/9/18,Survey,Yes,Residential
2210000,Alpha St,59,Goettingen St \ Wilde Ave,Tioga Ave,9/9/18,Survey,Yes,Residential
10317000,Peabody St,52,Leland Ave,Visitacion Ave,9/9/18,Survey,Yes,Residential
11933000,Silver Ave,85,Santa Fe Ave,Topeka Ave,9/9/18,Survey,Yes,Arterial
12261000,Sunnydale Ave,100,Cora St \ Tomaso Ct,Delta St \ Melra Ct,9/9/18,Survey,Yes,Arterial
4481000,Craut St,82,Trumbull St,Ney St,9/9/18,Survey,Yes,Residential
6681000,Harkness Ave,52,Bishop St,Rutland St,9/9/18,Survey,Yes,Residential
9781000,Oakdale Ave,75,Griffith St,Baldwin Ct,9/8/18,Survey,Yes,Residential
11134000,Rome St,94,Mount Vernon Ave,Ottawa Ave,9/8/18,Survey,Yes,Residential
11904000,Silver Ave,94,Harvard St,Oxford St \ Sunglow Ln,9/8/18,Survey,Yes,Arterial
11893000,Silver Ave,94,Camellia Ave,Mission St,9/8/18,Survey,Yes,Arterial
7433000,Jamestown Ave,95,Jennings St,03rd St \ Hwy 101 S On Ramp,9/8/18,Survey,Yes,Collector
4673000,Delano Ave,83,Santa Ysabel Ave,San Juan Ave,9/8/18,Survey,Yes,Residential
7701000,Junior Ter,89,Cayuga Ave,Sunbeam Ln,9/8/18,Survey,Yes,Residential
3656000,Capistrano Ave,75,Santa Ysabel Ave,San Juan Ave,9/8/18,Survey,Yes,Residential
11604000,Santa Ysabel Ave,82,Unnamed 041,San Jose Ave,9/8/18,Survey,Yes,Residential
3836000,Cayuga Ave,83,Oneida Ave,Sunbeam Ln,9/8/18,Survey,Yes,Residential
11901000,Silver Ave,95,Vienna St,Madison St,9/8/18,Survey,Yes,Arterial
9593000,Niagara Ave,77,Cayuga Ave,Delano Ave,9/8/18,Survey,Yes,Residential
3828000,Cayuga Ave,95,Cotter St,Santa Rosa Ave,9/8/18,Survey,Yes,Residential
8942000,Meda Ave,93,Ocean Ave \ Otsego Ave,Delano Ave,9/8/18,Survey,Yes,Residential
4685000,Delano Ave,81,Mount Vernon Ave,Nahua Ave,9/8/18,Survey,Yes,Residential
11599000,Santa Ynez Ave,50,Otsego Ave,Delano Ave,9/8/18,Survey,Yes,Residential
12565000,Theresa St,85,Alemany Blvd,Cayuga Ave,9/8/18,Survey,Yes,Residential
7482000,Jennings St,81,Armstrong Ave,Bancroft Ave,9/8/18,Survey,Yes,Residential
3832000,Cayuga Ave,95,Ocean Ave,Valerton Ct,9/8/18,Survey,Yes,Residential
11476000,San Juan Ave,91,Mission St,Alemany Blvd,9/8/18,Survey,Yes,Residential
11899000,Silver Ave,95,Congdon St,Naples St,9/8/18,Survey,Yes,Arterial
3845000,Cayuga Ave,83,Mount Vernon Ave,Ottawa Ave,9/8/18,Survey,Yes,Residential
7432000,Jamestown Ave,51,Ingalls St,Jennings St,9/8/18,Survey,Yes,Collector
11477000,San Juan Ave,78,Alemany Blvd,Cayuga Ave,9/8/18,Survey,Yes,Residential
9947000,Oneida Ave,84,Otsego Ave,Delano Ave,9/8/18,Survey,Yes,Residential
7478000,Jennings St,91,Underwood Ave,Van Dyke Ave,9/8/18,Survey,Yes,Residential
7431000,Jamestown Ave,93,Redondo St,Ingalls St,9/8/18,Survey,Yes,Collector
7793000,Keith St,65,Bancroft Ave,Carroll Ave,9/8/18,Survey,Yes,Residential
7791000,Keith St,47,Yosemite Ave,Armstrong Ave,9/8/18,Survey,Yes,Residential
4674000,Delano Ave,89,San Juan Ave,Santa Ynez Ave,9/8/18,Survey,Yes,Residential
10966000,Restani Way,95,Restani Stwy,Alemany Blvd,9/8/18,Survey,Yes,Residential
7484000,Jennings St,37,Carroll Ave,Donner Ave,9/8/18,Survey,Yes,Residential
11894000,Silver Ave,95,Mission St,Lisbon St,9/8/18,Survey,Yes,Arterial
3841000,Cayuga Ave,95,Geneva Ave,Seminole Ave,9/8/18,Survey,Yes,Residential
7489000,Jennings St,59,Hollister Ave,Ingerson Ave,9/8/18,Survey,Yes,Residential
12613000,Tingley St,84,Mission St,Alemany Blvd,9/8/18,Survey,Yes,Residential
8938000,Meade Ave,84,Jennings Ct \ Jennings St,03rd St \ Bay Shore Blvd \ Hwy 101 N Off Ramp,9/8/18,Survey,Yes,Residential
12582201,Thomas Mellon Dr,76,End,Executive Park Blvd \ Sandpiper Cove Way,9/8/18,Survey,Yes,Residential
3846000,Cayuga Ave,83,Ottawa Ave,Rome St,9/8/18,Survey,Yes,Residential
11481000,San Juan Ave,85,Delano Ave,Unnamed 041,9/8/18,Survey,Yes,Residential
4682000,Delano Ave,70,Seminole Ave,Niagara Ave,9/8/18,Survey,Yes,Residential
11759000,Seneca Ave,81,Alemany Blvd,Bannock St,9/8/18,Survey,Yes,Residential
12614000,Tingley St,85,Alemany Blvd,Cayuga Ave,9/8/18,Survey,Yes,Residential
11798000,Shawnee Ave,91,Cayuga Ave,Delano Ave,9/8/18,Survey,Yes,Residential
7488000,Jennings St,58,Gilman Ave,Hollister Ave,9/8/18,Survey,Yes,Residential
8232000,Le Conte Ave,85,Le Conte Cir,Jennings St,9/8/18,Survey,Yes,Residential
10050000,Otsego Ave,84,San Juan Ave,Santa Ynez Ave,9/8/18,Survey,Yes,Residential
12579201,Thomas Mellon Dr,95,End,End,9/8/18,Survey,Yes,Residential
3839000,Cayuga Ave,84,Seneca Ave,Navajo Ave,9/8/18,Survey,Yes,Residential
4463000,Cotter St,95,Alemany Blvd,Cayuga Ave,9/8/18,Survey,Yes,Residential
9221000,Modoc Ave,83,End,Cayuga Ave,9/8/18,Survey,Yes,Residential
3834000,Cayuga Ave,83,Onondaga Ave,Balhi Ct,9/8/18,Survey,Yes,Residential
10049000,Otsego Ave,80,Santa Ysabel Ave,San Juan Ave,9/8/18,Survey,Yes,Residential
4676000,Delano Ave,85,Rudden Ave,Meda Ave,9/8/18,Survey,Yes,Residential
7819000,Key Ave,79,Jennings St,03rd St,9/8/18,Survey,Yes,Residential
11760000,Seneca Ave,78,Bannock St,Cayuga Ave,9/8/18,Survey,Yes,Residential
10051000,Otsego Ave,95,Santa Ynez Ave,Rudden Ave,9/8/18,Survey,Yes,Residential
7474000,Jennings St,85,Quesada Ave,Revere Ave,9/8/18,Survey,Yes,Residential
9426000,Mount Vernon Ave,84,Alemany Blvd,Rome St,9/8/18,Survey,Yes,Residential
6537000,Griffith St,60,Oakdale Ave,Crisp Rd,9/8/18,Survey,Yes,Residential
7468000,Jennings Ct,85,End,Meade Ave,9/8/18,Survey,Yes,Residential
3234000,Brookdale Ave,93,Blythdale Ave,Geneva Ave,9/8/18,Survey,Yes,Residential
3829000,Cayuga Ave,88,Santa Rosa Ave,San Juan Ave,9/8/18,Survey,Yes,Residential
11895000,Silver Ave,95,Lisbon St,Craut St,9/8/18,Survey,Yes,Arterial
7475000,Jennings St,82,Revere Ave,Shafter Ave,9/8/18,Survey,Yes,Residential
7239000,Ingalls St,85,Fitzgerald Ave,Gilman Ave,9/8/18,Survey,Yes,Arterial
13389000,Wanda St,84,Ocean Ave,Onondaga Ave,9/8/18,Survey,Yes,Residential
9592000,Niagara Ave,83,Alemany Blvd,Cayuga Ave,9/8/18,Survey,Yes,Residential
3654000,Capistrano Ave,84,San Gabriel Ave,Santa Rosa Ave,9/8/18,Survey,Yes,Residential
3849000,Cayuga Ave,81,Modoc Ave,Naglee Ave,9/8/18,Survey,Yes,Residential
4686000,Delano Ave,77,Nahua Ave,Ottawa Ave,9/8/18,Survey,Yes,Residential
9714000,Norton St,93,Mission St,Alemany Blvd,9/8/18,Survey,Yes,Residential
11136000,Rome St,57,Cayuga Ave,End,9/8/18,Survey,Yes,Residential
11596000,Santa Ynez Ave,57,Ocean Ave,Cayuga Ave,9/8/18,Survey,Yes,Residential
9428000,Mount Vernon Ave,62,Cayuga Ave,Delano Ave,9/8/18,Survey,Yes,Residential
9953000,Onondaga Ave,59,Alemany Blvd,Rosella Ct,9/8/18,Survey,Yes,Residential
6789000,Hawes St,95,Palou Ave,Quesada Ave,9/8/18,Survey,Yes,Residential
6539000,Griffith St,61,Palou Ave,Quesada Ave,9/8/18,Survey,Yes,Collector
3830000,Cayuga Ave,86,San Juan Ave,Santa Ynez Ave,9/8/18,Survey,Yes,Residential
7159000,Ignacio Ave,84,End,Gilroy St,9/8/18,Survey,Yes,Residential
6540000,Griffith St,74,Quesada Ave,Revere Ave,9/8/18,Survey,Yes,Collector
7486000,Jennings St,53,Egbert Ave,Fitzgerald Ave,9/8/18,Survey,Yes,Residential
3657000,Capistrano Ave,65,San Juan Ave,Santa Ynez Ave,9/8/18,Survey,Yes,Residential
4464000,Cotter St,95,Cayuga Ave,San Jose Ave,9/8/18,Survey,Yes,Residential
7787000,Keith St,83,Thomas Ave,Underwood Ave,9/8/18,Survey,Yes,Residential
10973000,Revere Ave,95,Crisp Rd,Hawes St,9/8/18,Survey,Yes,Residential
11898000,Silver Ave,95,Edinburgh St,Congdon St,9/8/18,Survey,Yes,Arterial
12582101,Thomas Mellon Dr,80,End,Executive Park Blvd \ Sandpiper Cove Way,9/8/18,Survey,Yes,Residential
3833000,Cayuga Ave,43,Valerton Ct,Onondaga Ave,9/8/18,Survey,Yes,Residential
10362000,Persia Ave,95,Ocean Ave,Mission St,9/8/18,Survey,Yes,Arterial
7237000,Ingalls St,83,Donner Ave,Egbert Ave,9/8/18,Survey,Yes,Arterial
13138000,Van Dyke Ave,84,Hawes St,Ingalls St,9/8/18,Survey,Yes,Residential
4683000,Delano Ave,72,Niagara Ave,Shawnee Ave,9/8/18,Survey,Yes,Residential
11799000,Shawnee Ave,34,Delano Ave,San Jose Ave,9/8/18,Survey,Yes,Residential
7790000,Keith St,54,Wallace Ave,Yosemite Ave,9/8/18,Survey,Yes,Residential
3844000,Cayuga Ave,94,Shawnee Ave,Mount Vernon Ave,9/8/18,Survey,Yes,Residential
7476000,Jennings St,64,Shafter Ave,Thomas Ave,9/8/18,Survey,Yes,Residential
11182000,Rudden Ave,80,Otsego Ave,Delano Ave,9/8/18,Survey,Yes,Residential
7485000,Jennings St,75,Donner Ave,Egbert Ave,9/8/18,Survey,Yes,Residential
7784000,Keith St,85,Quesada Ave,Revere Ave,9/8/18,Survey,Yes,Residential
4675000,Delano Ave,83,Santa Ynez Ave,Rudden Ave,9/8/18,Survey,Yes,Residential
7491000,Jennings St,83,Jamestown Ave,Key Ave,9/8/18,Survey,Yes,Residential
7247000,Ingerson Ave,67,Griffith St,Coronado St,9/8/18,Survey,Yes,Residential
9427000,Mount Vernon Ave,82,Rome St,Cayuga Ave,9/8/18,Survey,Yes,Residential
6791000,Hawes St,95,Revere Ave,Shafter Ave,9/8/18,Survey,Yes,Residential
11035000,Rio Verde St,82,Velasco Ave,End,9/8/18,Survey,Yes,Residential
11892000,Silver Ave,88,Alemany Blvd,Camellia Ave,9/8/18,Survey,Yes,Arterial
10052000,Otsego Ave,80,Rudden Ave,Meda Ave \ Ocean Ave,9/8/18,Survey,Yes,Residential
7236000,Ingalls St,80,Carroll Ave,Donner Ave,9/8/18,Survey,Yes,Arterial
3848000,Cayuga Ave,85,Foote Ave,Modoc Ave,9/8/18,Survey,Yes,Residential
7783000,Keith St,84,Palou Ave,Quesada Ave,9/8/18,Survey,Yes,Residential
13354000,Wallace Ave,84,End,Ingalls St,9/8/18,Survey,Yes,Residential
11597000,Santa Ynez Ave,57,Cayuga Ave,Capistrano Ave,9/8/18,Survey,Yes,Residential
3780000,Castle Manor Ave,94,Maynard St \ Mission St,Camellia Ave,9/8/18,Survey,Yes,Residential
4462000,Cotter St,95,Mission St,Alemany Blvd,9/8/18,Survey,Yes,Residential
2698000,Balhi Ct,84,End,Cayuga Ave,9/8/18,Survey,Yes,Residential
8937000,Meade Ave,75,Jennings Ct,Jennings Ct \ Jennings St,9/8/18,Survey,Yes,Residential
9782000,Oakdale Ave,82,Baldwin Ct,Ingalls St,9/8/18,Survey,Yes,Residential
4684000,Delano Ave,73,Shawnee Ave,Mount Vernon Ave,9/8/18,Survey,Yes,Residential
11416000,San Gabriel Ave,83,Capistrano Ave,Santa Rosa Ave,9/8/18,Survey,Yes,Residential
11897000,Silver Ave,88,Madrid St,Edinburgh St,9/8/18,Survey,Yes,Arterial
11478000,San Juan Ave,84,Cayuga Ave,Capistrano Ave,9/8/18,Survey,Yes,Residential
11602000,Santa Ysabel Ave,77,Otsego Ave,Delano Ave,9/8/18,Survey,Yes,Residential
11900000,Silver Ave,94,Naples St,Vienna St,9/8/18,Survey,Yes,Arterial
10061000,Ottawa Ave,84,Cayuga Ave,Delano Ave,9/8/18,Survey,Yes,Residential
7252000,Ingerson Ave,83,Jennings St,03rd St,9/8/18,Survey,Yes,Residential
11480000,San Juan Ave,93,Otsego Ave,Delano Ave,9/8/18,Survey,Yes,Residential
5753000,Francis St,93,Mission St,Alemany Blvd,9/8/18,Survey,Yes,Residential
7479000,Jennings St,76,Van Dyke Ave,Wallace Ave,9/8/18,Survey,Yes,Residential
7473000,Jennings St,78,Palou Ave,Quesada Ave,9/8/18,Survey,Yes,Residential
3843000,Cayuga Ave,95,Niagara Ave,Shawnee Ave,9/8/18,Survey,Yes,Residential
9957000,Onondaga Ave,91,Otsego Ave,Ocean Ave,9/8/18,Survey,Yes,Residential
12581000,Thomas Mellon Dr,95,Alana Way \ Harney Way,End,9/8/18,Survey,Yes,Residential
7238000,Ingalls St,52,Egbert Ave,Fitzgerald Ave,9/8/18,Survey,Yes,Arterial
6541000,Griffith St,78,Revere Ave,Shafter Ave,9/8/18,Survey,Yes,Collector
11903000,Silver Ave,95,Gambier St,Harvard St,9/8/18,Survey,Yes,Arterial
11479000,San Juan Ave,83,Capistrano Ave,Otsego Ave,9/8/18,Survey,Yes,Residential
11896000,Silver Ave,95,Craut St,Madrid St,9/8/18,Survey,Yes,Arterial
6542000,Griffith St,78,Shafter Ave,Thomas Ave,9/8/18,Survey,Yes,Collector
6961000,Hollister Ave,82,Hawes St,Ingalls St,9/8/18,Survey,Yes,Residential
7480000,Jennings St,71,Wallace Ave,Yosemite Ave,9/8/18,Survey,Yes,Residential
9479000,Naglee Ave,74,Cayuga Ave,End,9/8/18,Survey,Yes,Residential
7487000,Jennings St,50,Fitzgerald Ave,Gilman Ave,9/8/18,Survey,Yes,Residential
8230000,Le Conte Ave,85,End,Meade Ave,9/8/18,Survey,Yes,Residential
7477000,Jennings St,83,Thomas Ave,Underwood Ave,9/8/18,Survey,Yes,Residential
11482000,San Juan Ave,85,Unnamed 041,San Jose Ave,9/8/18,Survey,Yes,Residential
7483000,Jennings St,61,Bancroft Ave,Carroll Ave,9/8/18,Survey,Yes,Residential
7788000,Keith St,90,Underwood Ave,Van Dyke Ave,9/8/18,Survey,Yes,Residential
7240000,Ingalls St,76,Gilman Ave,Hollister Ave,9/8/18,Survey,Yes,Arterial
2097000,Admiral Ave,93,Mission St,Camellia Ave,9/8/18,Survey,Yes,Residential
7492000,Jennings St,85,Key Ave,Le Conte Ave,9/8/18,Survey,Yes,Residential
3628000,Camellia Ave,84,Admiral Ave,Castle Manor Ave,9/8/18,Survey,Yes,Residential
3840000,Cayuga Ave,95,Navajo Ave,Geneva Ave,9/8/18,Survey,Yes,Residential
7481000,Jennings St,95,Yosemite Ave,Armstrong Ave,9/8/18,Survey,Yes,Residential
7467000,Jennings Ct,85,End,End,9/8/18,Survey,Yes,Residential
11603000,Santa Ysabel Ave,80,Delano Ave,Unnamed 041,9/8/18,Survey,Yes,Residential
3778000,Castillo St,86,Velasco Ave,End,9/8/18,Survey,Yes,Residential
3842000,Cayuga Ave,93,Seminole Ave,Niagara Ave,9/8/18,Survey,Yes,Residential
3835000,Cayuga Ave,81,Balhi Ct,Oneida Ave,9/8/18,Survey,Yes,Residential
3831000,Cayuga Ave,95,Santa Ynez Ave,Ocean Ave,9/8/18,Survey,Yes,Residential
6538000,Griffith St,60,Crisp Rd,Palou Ave,9/8/18,Survey,Yes,Residential
3655000,Capistrano Ave,76,Santa Rosa Ave,Santa Ysabel Ave,9/8/18,Survey,Yes,Residential
11598000,Santa Ynez Ave,48,Capistrano Ave,Otsego Ave,9/8/18,Survey,Yes,Residential
12566000,Theresa St,83,Cayuga Ave,San Jose Ave,9/8/18,Survey,Yes,Residential
6705000,Harrington St,95,Mission St,Alemany Blvd,9/8/18,Survey,Yes,Residential
7789000,Keith St,83,Van Dyke Ave,Wallace Ave,9/8/18,Survey,Yes,Residential
9520000,Navajo Ave,95,Cayuga Ave,Delano Ave,9/8/18,Survey,Yes,Residential
7785000,Keith St,55,Revere Ave,Shafter Ave,9/8/18,Survey,Yes,Residential
7490000,Jennings St,57,Ingerson Ave,Jamestown Ave,9/8/18,Survey,Yes,Residential
11761000,Seneca Ave,80,Cayuga Ave,Delano Ave,9/8/18,Survey,Yes,Residential
